age,income,loan_amount,employment_type,education,marital_status,loan_purpose,default
32,765318,319067,Salaried,Graduate,Married,Education,0
54,266091,273535,Salaried,Graduate,Married,Education,0
45,1290754,683150,Salaried,Graduate,Married,Personal,0
37,791736,75605,Salaried,High School,Single,Home,0
53,631403,293545,Salaried,Graduate,Single,Business,0
43,972413,82868,Unemployed,Graduate,Married,Personal,0
29,1362322,125111,Self-Employed,Post-Graduate,Married,Education,0
26,884860,96210,Salaried,Post-Graduate,Married,Education,0
22,869047,306385,Salaried,Graduate,Single,Education,0
58,1337824,592418,Self-Employed,Graduate,Married,Business,0
29,1176248,146550,Salaried,Graduate,Married,Business,0
23,706991,726235,Salaried,Post-Graduate,Married,Home,0
36,343937,243980,Self-Employed,Graduate,Divorced,Business,0
45,409527,654451,Salaried,Post-Graduate,Married,Education,0
44,1414742,598329,Salaried,Graduate,Married,Personal,0
49,680688,447659,Self-Employed,Graduate,Married,Business,0
46,1148465,104012,Salaried,High School,Divorced,Education,0
58,836125,504699,Self-Employed,Graduate,Married,Personal,1
55,407630,565357,Salaried,Post-Graduate,Single,Business,0
43,215297,531345,Unemployed,Graduate,Single,Business,1
24,1043037,607093,Self-Employed,Graduate,Married,Car,0
34,807192,484941,Unemployed,Graduate,Single,Business,0
59,548163,750197,Self-Employed,High School,Married,Business,1
27,1393280,748784,Salaried,Post-Graduate,Divorced,Home,0
28,622919,54806,Unemployed,Post-Graduate,Single,Education,0
39,577907,218683,Self-Employed,Post-Graduate,Married,Car,0
22,1294797,571270,Salaried,Graduate,Single,Business,0
21,1367161,536219,Salaried,Graduate,Married,Education,0
58,1359946,696740,Salaried,Graduate,Divorced,Business,0
33,1200535,66662,Salaried,Graduate,Single,Home,0
44,287000,623893,Salaried,Graduate,Divorced,Home,0
52,1496411,660911,Self-Employed,High School,Single,Education,0
50,523087,489344,Salaried,Post-Graduate,Single,Personal,0
26,1441897,726208,Salaried,Graduate,Married,Business,0
58,548006,406721,Self-Employed,High School,Single,Personal,0
53,1150543,754812,Salaried,Graduate,Single,Education,0
43,979363,681500,Salaried,Graduate,Single,Car,0
30,708093,56042,Salaried,High School,Single,Car,0
35,1240929,174255,Salaried,Graduate,Married,Business,0
43,800357,279570,Salaried,Graduate,Married,Business,1
56,412757,510080,Unemployed,Graduate,Married,Car,0
21,499855,253001,Self-Employed,Post-Graduate,Married,Home,0
28,1442455,300113,Salaried,Graduate,Single,Business,1
23,1331264,417581,Unemployed,Graduate,Single,Education,0
34,755060,633611,Salaried,Graduate,Single,Business,0
37,336238,129297,Salaried,High School,Married,Education,0
54,848178,719754,Salaried,High School,Married,Car,0
26,731877,499756,Salaried,Graduate,Single,Business,0
25,593680,330085,Unemployed,Graduate,Married,Home,0
49,726888,237753,Self-Employed,Post-Graduate,Single,Education,0
55,668396,278269,Self-Employed,Graduate,Single,Home,0
38,861486,151428,Unemployed,High School,Divorced,Education,0
50,539340,546402,Salaried,Post-Graduate,Single,Personal,0
35,982529,114048,Self-Employed,Graduate,Married,Home,0
35,331137,761631,Salaried,Graduate,Married,Home,0
36,1177450,451936,Unemployed,High School,Married,Home,0
53,1078269,124225,Salaried,Graduate,Single,Home,0
30,540568,285674,Salaried,Graduate,Single,Home,0
39,1168560,646970,Salaried,Graduate,Single,Car,0
57,862553,543330,Salaried,Graduate,Divorced,Business,0
23,395682,57914,Salaried,Graduate,Single,Home,0
56,843547,112953,Salaried,High School,Single,Personal,0
24,800825,265837,Salaried,Post-Graduate,Single,Education,1
31,261434,115129,Salaried,Post-Graduate,Married,Car,0
53,1042557,557828,Salaried,Graduate,Married,Business,0
48,523665,664294,Salaried,Graduate,Married,Car,0
52,813773,168051,Salaried,High School,Single,Car,0
36,1464315,151690,Salaried,Graduate,Married,Personal,0
29,1231560,341429,Salaried,High School,Married,Business,0
31,757099,144837,Salaried,Post-Graduate,Divorced,Personal,1
26,886903,699884,Salaried,Post-Graduate,Single,Personal,0
47,1154114,610394,Salaried,Graduate,Single,Business,0
32,1397920,172865,Self-Employed,Post-Graduate,Single,Car,0
42,1280410,276725,Self-Employed,High School,Married,Car,0
57,1458824,238660,Unemployed,Graduate,Divorced,Car,0
41,1330124,552431,Salaried,Graduate,Married,Personal,0
53,459485,171946,Salaried,Post-Graduate,Married,Business,0
37,523380,378549,Unemployed,Post-Graduate,Married,Car,0
49,1188923,166147,Salaried,Post-Graduate,Single,Education,0
30,880655,253392,Salaried,Graduate,Single,Personal,1
38,1462258,147768,Self-Employed,Graduate,Single,Home,1
33,1255418,660317,Salaried,Graduate,Married,Car,0
47,428164,57042,Self-Employed,Graduate,Married,Personal,0
30,1125805,679021,Salaried,Post-Graduate,Single,Business,0
52,565006,304622,Salaried,Graduate,Single,Business,0
23,1411227,570832,Salaried,High School,Married,Home,0
42,1257404,116221,Salaried,High School,Married,Car,0
47,514624,101126,Self-Employed,Graduate,Divorced,Home,0
23,1090048,106746,Self-Employed,Post-Graduate,Married,Business,0
53,1445810,698179,Salaried,High School,Single,Car,0
22,1177354,125112,Salaried,Post-Graduate,Married,Education,0
31,916593,534238,Self-Employed,Graduate,Single,Education,0
30,1467181,284840,Self-Employed,High School,Married,Education,0
59,1412239,540283,Salaried,Post-Graduate,Married,Home,0
53,1400351,677707,Self-Employed,Graduate,Single,Car,0
27,1401993,474556,Unemployed,Post-Graduate,Single,Education,0
35,539224,729153,Salaried,Post-Graduate,Single,Home,0
46,842953,765830,Unemployed,Graduate,Married,Car,0
31,1266594,66950,Self-Employed,High School,Divorced,Business,0
58,1358548,602781,Self-Employed,High School,Single,Education,0
47,1054511,696871,Salaried,Graduate,Single,Education,0
59,656435,518409,Self-Employed,Post-Graduate,Married,Home,1
27,738451,390074,Salaried,Graduate,Married,Home,0
21,460583,110914,Self-Employed,Graduate,Single,Education,0
30,1052959,703947,Salaried,High School,Single,Business,1
41,1143808,478449,Salaried,Graduate,Single,Home,0
35,767276,299904,Self-Employed,Graduate,Single,Home,0
50,675624,212111,Salaried,High School,Married,Education,0
50,929075,578636,Self-Employed,Graduate,Single,Home,0
28,1383800,205015,Self-Employed,Post-Graduate,Married,Education,0
44,249663,667540,Self-Employed,High School,Married,Education,0
39,1079863,782601,Salaried,Graduate,Single,Car,1
23,292263,425260,Unemployed,Graduate,Single,Home,1
35,882540,381690,Self-Employed,Graduate,Married,Education,0
56,1242491,51400,Salaried,High School,Single,Home,0
26,975745,417155,Salaried,Graduate,Married,Personal,0
38,1319790,705311,Unemployed,Post-Graduate,Single,Personal,0
58,421554,302090,Salaried,Graduate,Single,Personal,0
39,1427144,56255,Salaried,High School,Married,Car,0
50,656498,702471,Salaried,Post-Graduate,Single,Car,0
33,401309,349300,Salaried,Post-Graduate,Divorced,Personal,0
59,556461,616203,Unemployed,Post-Graduate,Married,Business,1
32,1444551,468665,Salaried,Post-Graduate,Married,Home,1
54,1209917,666808,Salaried,Graduate,Single,Car,0
32,275558,738125,Self-Employed,High School,Divorced,Education,0
44,1157991,515879,Salaried,Graduate,Single,Home,0
24,967779,372866,Salaried,Graduate,Single,Education,0
56,714813,608876,Self-Employed,Graduate,Married,Business,0
34,637351,74290,Unemployed,Graduate,Single,Car,0
37,1431462,759256,Salaried,Graduate,Divorced,Education,0
23,647418,439205,Self-Employed,Graduate,Married,Personal,0
58,1374399,605987,Salaried,Graduate,Married,Car,0
43,446521,164115,Salaried,High School,Married,Education,0
33,458985,307194,Salaried,High School,Single,Car,0
29,710035,67763,Salaried,Graduate,Single,Education,0
41,450574,768283,Salaried,Graduate,Divorced,Personal,0
28,986149,139958,Salaried,Graduate,Single,Personal,0
37,1165475,709707,Salaried,High School,Single,Education,0
36,790125,599895,Self-Employed,Graduate,Married,Education,0
36,1244408,603545,Self-Employed,Post-Graduate,Single,Car,0
48,1132407,264335,Self-Employed,Graduate,Married,Education,0
36,816988,727014,Salaried,Post-Graduate,Single,Personal,0
34,443803,787884,Salaried,Post-Graduate,Divorced,Education,0
58,1087437,335047,Salaried,Graduate,Single,Car,0
40,897795,454063,Salaried,Graduate,Married,Car,0
54,1369478,269575,Self-Employed,Post-Graduate,Married,Education,0
49,795468,490461,Salaried,Graduate,Married,Business,0
23,729808,705951,Unemployed,Graduate,Married,Home,0
30,233436,74422,Salaried,Graduate,Married,Personal,0
40,726416,637503,Salaried,Post-Graduate,Single,Car,0
22,1460643,105315,Salaried,Post-Graduate,Married,Car,0
47,1484690,660162,Salaried,Graduate,Single,Business,0
52,282137,402267,Salaried,Graduate,Single,Business,0
30,1308851,97048,Salaried,Graduate,Single,Car,0
37,1351100,744907,Self-Employed,Post-Graduate,Married,Education,0
53,1142280,410569,Salaried,High School,Married,Education,0
26,1214785,164503,Self-Employed,Graduate,Married,Personal,0
59,434515,799992,Salaried,Post-Graduate,Married,Home,1
38,1083670,248884,Salaried,Graduate,Single,Business,0
29,1445905,601508,Salaried,Post-Graduate,Divorced,Car,0
28,1093879,242489,Salaried,Post-Graduate,Married,Personal,1
45,300185,745204,Self-Employed,Post-Graduate,Married,Personal,0
51,390643,149181,Self-Employed,Graduate,Married,Home,0
24,1102552,133996,Self-Employed,Graduate,Single,Business,1
40,680317,97238,Salaried,Graduate,Married,Education,0
48,1201744,181172,Unemployed,Graduate,Married,Education,0
21,280634,189639,Salaried,Graduate,Single,Business,0
43,321865,386517,Salaried,High School,Divorced,Personal,0
33,1060858,115427,Unemployed,Graduate,Single,Personal,0
36,850136,708742,Unemployed,Post-Graduate,Single,Personal,0
46,915291,635143,Salaried,Graduate,Single,Car,0
51,347915,367639,Salaried,Graduate,Single,Education,0
21,291196,366112,Salaried,Post-Graduate,Married,Car,0
37,911737,391591,Salaried,Graduate,Married,Home,0
36,1011307,778188,Self-Employed,High School,Single,Education,0
57,259888,472358,Salaried,Post-Graduate,Married,Business,0
30,455227,666352,Self-Employed,High School,Single,Personal,0
58,748813,722789,Salaried,High School,Married,Home,0
51,827967,592769,Self-Employed,Post-Graduate,Single,Business,0
30,1301180,561726,Salaried,Post-Graduate,Single,Car,0
54,1206736,235045,Unemployed,Post-Graduate,Married,Car,0
26,1156703,463466,Self-Employed,Graduate,Married,Personal,0
48,626972,269201,Salaried,High School,Married,Business,0
48,872275,207662,Salaried,Graduate,Single,Education,0
33,852863,418524,Salaried,Post-Graduate,Single,Personal,0
32,1045760,638929,Salaried,Post-Graduate,Single,Education,0
22,210410,674941,Unemployed,Post-Graduate,Married,Home,1
28,950105,787663,Salaried,Post-Graduate,Divorced,Personal,0
29,737862,314729,Self-Employed,Graduate,Single,Business,0
28,1345633,263694,Salaried,Post-Graduate,Divorced,Education,0
23,917475,707456,Salaried,High School,Married,Personal,0
29,425669,484196,Salaried,Graduate,Married,Education,0
33,1418980,438528,Self-Employed,Graduate,Single,Home,0
29,1308029,165279,Salaried,Post-Graduate,Single,Home,0
51,1362111,775000,Salaried,Graduate,Married,Home,0
45,1279355,100612,Salaried,Graduate,Single,Business,0
28,474751,279235,Salaried,Graduate,Single,Home,0
51,390515,470338,Salaried,Post-Graduate,Divorced,Home,0
51,376784,494279,Self-Employed,Post-Graduate,Married,Personal,0
37,899088,210040,Salaried,Post-Graduate,Married,Car,0
39,1240889,89680,Salaried,High School,Married,Personal,0
23,945097,344750,Salaried,Graduate,Married,Business,0
50,316888,794127,Salaried,High School,Single,Business,0
30,1257809,313414,Self-Employed,Post-Graduate,Single,Home,0
49,1227135,302926,Self-Employed,Post-Graduate,Divorced,Business,0
38,1380144,83049,Self-Employed,Post-Graduate,Divorced,Education,0
32,1344555,470608,Self-Employed,Post-Graduate,Divorced,Education,0
43,1188570,707189,Salaried,Graduate,Divorced,Education,0
31,1304697,697720,Unemployed,High School,Single,Personal,1
29,234421,394018,Salaried,Graduate,Single,Car,0
44,371086,187348,Self-Employed,Graduate,Divorced,Car,0
45,1164332,233188,Salaried,Graduate,Single,Car,0
45,427142,596288,Salaried,Post-Graduate,Married,Personal,0
29,324586,424869,Salaried,High School,Married,Personal,0
32,770855,352675,Salaried,Graduate,Married,Education,0
31,1330739,700635,Salaried,Graduate,Married,Home,1
58,1136143,261845,Salaried,Graduate,Married,Personal,1
48,422858,197356,Self-Employed,High School,Single,Business,0
28,1447876,503484,Self-Employed,Graduate,Married,Home,0
30,468217,151111,Salaried,Graduate,Single,Business,0
45,1092966,52919,Salaried,Graduate,Single,Business,0
56,399855,207944,Self-Employed,High School,Divorced,Business,0
29,550685,473754,Salaried,Graduate,Married,Car,0
28,807823,252364,Salaried,High School,Single,Home,0
23,1166876,449923,Unemployed,Graduate,Married,Personal,0
38,640594,535664,Salaried,Graduate,Married,Car,0
55,875515,797928,Salaried,Graduate,Single,Personal,0
37,895449,400940,Self-Employed,Graduate,Single,Personal,0
56,1484558,783492,Self-Employed,Graduate,Single,Home,0
48,232398,594247,Salaried,High School,Married,Car,0
35,1175098,364124,Self-Employed,Post-Graduate,Married,Education,0
39,641821,512134,Salaried,High School,Divorced,Business,0
42,699348,250372,Salaried,Post-Graduate,Married,Education,0
26,409314,224279,Salaried,High School,Married,Business,0
27,839482,589438,Salaried,Post-Graduate,Single,Business,0
29,361395,557820,Salaried,Graduate,Married,Education,0
40,815268,446640,Salaried,Post-Graduate,Married,Personal,0
57,1362442,624538,Self-Employed,Graduate,Single,Car,0
31,1277142,195343,Salaried,Graduate,Divorced,Business,0
22,1290705,325726,Salaried,Post-Graduate,Married,Car,0
42,734270,784228,Salaried,Post-Graduate,Married,Home,0
56,1224423,356211,Self-Employed,Post-Graduate,Married,Car,0
25,301359,246805,Salaried,Post-Graduate,Single,Home,0
27,931071,174971,Self-Employed,Graduate,Single,Business,0
26,253074,556409,Salaried,Graduate,Married,Personal,0
42,1373853,581386,Salaried,Post-Graduate,Married,Personal,0
30,1280761,203585,Self-Employed,Graduate,Single,Personal,0
40,1201381,158064,Self-Employed,Post-Graduate,Single,Home,0
48,909838,59062,Salaried,Graduate,Single,Car,0
43,1460971,640333,Salaried,Graduate,Married,Business,0
55,267325,520977,Self-Employed,Graduate,Single,Personal,1
21,321089,668791,Salaried,Graduate,Married,Business,0
49,724872,368393,Self-Employed,High School,Single,Business,0
29,370018,736706,Salaried,Graduate,Married,Business,1
29,1366464,246453,Salaried,Graduate,Single,Home,0
42,460525,412698,Salaried,High School,Single,Car,0
22,1495678,87439,Salaried,Graduate,Married,Personal,0
36,1033755,186082,Self-Employed,Post-Graduate,Single,Car,0
26,1475516,313128,Self-Employed,Post-Graduate,Divorced,Personal,1
33,1192440,345707,Salaried,High School,Single,Home,0
53,575844,547609,Salaried,Graduate,Single,Education,0
39,1095750,424494,Salaried,Graduate,Married,Home,0
35,882383,166079,Unemployed,Graduate,Single,Car,0
53,1387103,680185,Salaried,Post-Graduate,Married,Personal,0
30,394437,180257,Salaried,Graduate,Married,Car,0
21,622192,268709,Salaried,Graduate,Single,Car,0
32,1309274,556594,Salaried,Post-Graduate,Single,Home,0
49,1404749,218411,Self-Employed,Graduate,Married,Car,0
37,1105622,324735,Salaried,High School,Married,Home,0
24,406182,404568,Salaried,Post-Graduate,Single,Car,0
49,378553,321773,Salaried,Graduate,Married,Education,0
27,533746,632033,Salaried,Graduate,Single,Business,0
33,1147165,535548,Salaried,Graduate,Married,Education,0
25,1401432,424487,Salaried,Graduate,Single,Personal,1
26,977401,165565,Self-Employed,Graduate,Single,Home,0
54,1117028,593826,Self-Employed,Graduate,Married,Business,0
27,1318179,563613,Self-Employed,High School,Single,Car,0
48,1106188,112785,Self-Employed,High School,Single,Home,0
30,695624,267433,Salaried,Graduate,Married,Personal,0
24,575606,575383,Salaried,Graduate,Married,Education,0
23,1126381,618770,Self-Employed,Graduate,Married,Car,0
45,485182,170684,Salaried,Graduate,Married,Personal,0
43,475013,360055,Self-Employed,Graduate,Single,Home,0
47,342089,625116,Self-Employed,Graduate,Married,Personal,0
34,1110973,648223,Unemployed,Graduate,Single,Business,0
58,1188770,112496,Self-Employed,Graduate,Single,Business,0
52,647898,55501,Salaried,Graduate,Married,Car,0
43,834921,174289,Salaried,High School,Married,Personal,0
57,977312,735020,Salaried,Graduate,Married,Car,0
